mid,ld,vrn,y,m,mo,ec,col,dd,tld,pav,rc,amfv,pn,ddob,ft,d,s,id
"2038506838741","20.07.2020 11:25:11","LX37 NWN","18.12.2011 10:38:50","Hyundai","Challenger","3230","Pink","The windshield wipers, exhausted by their daily duties, formed a union and demanded a vacation to a tropical rainforest for some well-deserved R&R.","TotalLoss","25117,21","25241,91","112202","C@$L#@Y #9$@3# 398 7!R! N","04.08.1962","ELECTRIC","5","6","12.08.2023 21:45:44"
"5421742647637","02.03.2019 02:52:32","JU29 OWW","30.09.2013 18:53:15","Chrysler","Fortwo","2855","Red","The steering wheel, in a rebellious mood, attempted to take control of the car's navigation and led the driver on a wild goose chase through the city streets.","TotalLoss","","36846,47","86066","$#C# L !Y@#3 !3#$6#8#64H I","17.10.1964","DIESEL","0","6","12.08.2023 21:45:44"
"3341636198538","16.08.2019 19:25:12","FU24 DRU","04.06.2017 01:01:51","Dodge","Expedition","5443","Green","The CD player, in a moment of rebellion, played only catchy commercial jingles, turning the car into a rolling advertisement medley.","Repair","31345,50","23794,60","64335","C L#Y@1281@$2#7U!@S","12.01.1992","ELECTRIC","4","6","12.08.2023 21:45:44"
"444655326793","","WH66 QYS","17.11.2018 17:51:03","Audi","Grand Cherokee","3266","Maroon","The CD player, feeling nostalgic, transformed into a time machine and played only hits from past decades, turning the car into a rolling time capsule of music.","TotalLoss/Repair","41769,60","41799,16","84499","!#C#!L$#Y#$3 $73#$5! 50@ V $Z","10.02.1962","PETROL/LPG","4","0","12.08.2023 21:45:44"
"4766058869524","14.04.2023 13:42:47","LT39 VRZ","04.08.2004 14:33:13","Bentley","Camry","4739","Pink","The trunk, yearning for a life of luxury, transformed into a private jet's cargo hold and demanded a first-class travel experience.","TotalLoss","31317,50","15611,52","178528","C#LY@3 $0!@1@$65!@0 !GV","07.10.1966","PETROL","0","2","12.08.2023 21:45:44"
"1389701498795","29.09.2020 08:34:12","NK91 YGH","31.07.2010 09:37:03","Mini","Civic","2093","Teal","The exhaust pipe, feeling like a master of disguise, emitted smoke in the shape of various animals and objects, turning the car into a playful smoke art gallery.","TotalLoss/Repair","14815,51","39228,16","120802","# C@ L$!Y! 6530 #13$SF","06.10.2004","PETROL/LPG","6","4","12.08.2023 21:45:44"
"1673696618643","01.05.2022 20:17:26","ZE20 FUL","27.10.2010 17:41:59","Rolls Royce","ATS","3162","Gray","The air conditioning, feeling like a prankster, emitted puffs of scented air that corresponded to the car's speed, turning every drive into a multisensory experience.","Repair","5163,83","37602,30","166173","C $L$!Y!4!$3 57@$9# 8$!QX","28.09.2001","PETROL/LPG","3","8","12.08.2023 21:45:44"
"1622752021477","27.05.2019 00:58:00","AY44 OWJ","25.06.2015 07:11:29","Hyundai","Challenger","3345","Yellow","The hood ornament, feeling underappreciated, packed its bags and set off on a journey to find a more glamorous vehicle to adorn.","TotalLoss/Repair","18605,23","7961,19","83409"," $C@!LY#!9$#28$#2@63$@Q@!H","06.10.1991","PETROL/ELECTRIC","3","6","12.08.2023 21:45:44"
"4913361274585","08.03.2020 21:20:36","EA06 GUX","01.09.2010 20:01:39","Dodge","Grand Caravan","5335","Magenta","The air conditioning, tired of predictable temperatures, decided to adopt a random heatwave mode and turned the car into a portable sauna.","Repair","43614,57","3619,13","142419","!$CL$!Y15@!9#$4 $3@#8$#G #T","03.07.1995","DIESEL","6","0","12.08.2023 21:45:44"
"9173986537240","31.12.2020 21:13:33","FM64 WWX","19.09.2017 02:08:20","Ford","Impala","2489","Navy","The CD player, in a mischievous act, decided to remix every song into a catchy jingle for a fictional product called 'Car-aoke! Sing on the Go!'","TotalLoss","37279,03","22008,85","86152","C$#L!#Y@0!#4@$4@!2#!20 !N@ C","07.04.1985","PETROL/ELECTRIC","","2","12.08.2023 21:45:44"
"6832189178132","20.12.2021 13:15:36","YQ43 WIO","22.07.2021 17:50:26","Jaguar","Camaro","1579","Indigo","The CD player, in a moment of rebellion, played only catchy jingles from TV commercials, turning the car into a rolling advertisement jamboree.","TotalLoss","6368,08","40582,34","","@C#@L@!Y#2$ 4!#8 !5 4$0$R@S","16.05.1977","","6","4","12.08.2023 21:45:44"
"3323039259227","13.04.2020 13:02:55","HO88 CGC","12.09.2011 22:15:43","Smart","Explorer","6890","Gray","The windshield wipers, aspiring conductors, attempted to lead a symphony of raindrops but ended up tangled in a cacophony of confusion.","TotalLoss/Repair","19659,62","","109985","# CLY $3@#19$8$ 4!2#!RT","21.05.1959","DIESEL","2","5","12.08.2023 21:45:44"
"3537136973911","25.06.2022 11:51:39","LD31 DKK","07.01.2016 21:05:18","Cadillac","Ranchero","4253","Cyan","The car's tire, channeling its inner Houdini, decided to disappear without a trace, leaving the rest of the vehicle deflated.","Repair","42718,96","46745,13","22538","@ C !L$Y 3#!8!6@!7!#9! 6@#G! H","13.01.1978","PETROL/ELECTRIC","4","0","12.08.2023 21:45:44"
"6478914383120","24.04.2023 00:09:16","RL59 BQJ","14.08.2007 23:05:53","Toyota","Silverado","3837","Pink","The air conditioning, in a bid for ultimate relaxation, emitted calming scents and played soothing nature sounds, creating a serene and tranquil atmosphere inside the car.","TotalLoss/Repair","33282,19","27135,38","157023","!C@#L#!Y@#0#!48 $8$#5$@9$@T!P","29.06.1956","PETROL/LPG","0","8","12.08.2023 21:45:44"
"5910895247844","","MA65 WKS","12.05.2010 11:18:45","Polestar","Focus","2480","Cyan","The hood ornament, feeling underappreciated, packed its bags and set off on a journey to find a more glamorous vehicle to adorn.","TotalLoss","44575,00","10634,33","67471","# C$L!#Y0 @5 $8$!72#0$#Q!@L","27.01.1971","ELECTRIC","0","8","12.08.2023 21:45:44"
"3714181107403","02.04.2023 14:40:51","RL43 QDV","25.06.2021 22:56:01","Cadillac","Taurus","3542","Lime","The CD player, attempting to multitask, got overwhelmed and started playing all the songs on the playlist simultaneously, resulting in a cacophony of musical chaos.","TotalLoss/Repair","22837,06","9216,02","131750","!CL@!Y @8!$7!1@9$ 3! 6PF","20.10.1986","PETROL","5","9","12.08.2023 21:45:44"
"1835929732763","06.09.2019 17:36:14","OK36 YOC","25.04.2015 23:22:32","Fiat","Charger","986","Lime","The seatbelt, longing for a life of luxury, decided to transform into a fancy bowtie and demanded to be worn by the car's occupants for special occasions.","Repair","45412,46","667,99","172917","@$C!L@#Y@4$1!$3 @8$6@$6 LY","","DIESEL/MHEV","6","3","12.08.2023 21:45:44"
"7282101417481","23.02.2022 08:57:57","NM40 NHM","22.10.2020 22:28:32","Mini","LeBaron","1317","Green","The car's tire, channeling its inner Houdini, decided to disappear without a trace, leaving the rest of the vehicle deflated.","TotalLoss/Repair","16517,97","20884,97","184815","@#CL! Y $34!$4 !0#$7!#7$ F @J","26.12.1982","ELECTRIC","6","8","12.08.2023 21:45:44"
"2913102364067","08.03.2022 04:09:29","KB58 PXM","20.10.2019 21:03:17","Mercedes Benz","Mustang","2371","Green","The exhaust pipe, feeling like a magician's prop, emitted puffs of smoke in various shapes and sizes, turning the car into a mobile smoke show.","TotalLoss/Repair","45731,34","7705,55","124634","$CL!#Y!$7!$39#56#$6#@W$#F","07.11.1998","PETROL/ALCOHOL","3","5","12.08.2023 21:45:44"
"6465956520637","30.01.2023 02:41:01","DN07 RWQ","17.07.2006 01:03:41","Lamborghini","El Camino","4824","Purple","The windshield wipers, in a moment of rebellion, developed a synchronized swimming routine and entertained onlookers with their aquatic dance moves.","Repair","26271,59","32540,03","43531","!#C$@L#Y27@3$!4! 8$@6$G!B","12.04.1970","DIESEL","4","6","12.08.2023 21:45:44"
"9618357435400","03.02.2023 15:14:57","DF00 SNC","16.09.2010 06:56:01","Volkswagen","Volt","3296","Yellow","The side mirror, in a playful mood, developed a sense of humor and began reflecting funny caricatures of the car's occupants, eliciting laughter and amusement.","TotalLoss","27153,72","22413,10","139441","@CL!Y9 @7# 9@ 0$#6!$6! U!$V","01.11.1973","PETROL/ALCOHOL","2","7","12.08.2023 21:45:44"
"2654703181819","03.07.2020 04:30:45","ZD13 JNQ","22.08.2012 09:53:13","Mazda","Wrangler","1659","Orange","The side door, harboring a secret ambition to become a submarine hatch, decided to take a plunge into a nearby swimming pool but forgot to bring the car along for the ride.","TotalLoss/Repair","16319,73","36793,25","","C#L$ Y@#42$7 @056#@IB","22.02.1994","PETROL/ALCOHOL","6","8","12.08.2023 21:45:44"
"1468185070202","26.09.2022 07:32:39","OT95 CVD","01.05.2012 07:49:39","Aston Martin","F-150","6682","Olive","The tire, in a moment of rebellion, attempted to roll away and explore the world on its own, leaving the car stranded and bewildered.","Repair","14718,23","","139006","@!C @LY5#$2 @6$@4 !7#@1@#IF","","PETROL/LPG","3","5","12.08.2023 21:45:44"
"3705976768721","","MN46 MYV","23.07.2014 01:29:38","Land Rover","Volt","5040","Cyan","The exhaust pipe, in a moment of silliness, emitted bubbles instead of smoke, turning the car into a whimsical bubble-blowing machine on wheels.","TotalLoss/Repair","15920,65","8391,86","126763","$#C$ L#Y! 0402!5# 8$@YD","28.05.1970","PETROL","0","0","12.08.2023 21:45:44"
"8859613496046","23.12.2022 02:34:57","ET57 AOD","13.03.2014 14:39:18","Porsche","Escalade","1105","Orange","The glove compartment, feeling like a treasure trove, produced an endless supply of amusing trinkets and novelty items, bringing endless entertainment to the car's occupants.","TotalLoss/Repair","14853,21","40339,43","104683","# C!#L $Y!@1@ 6#8$2 #4 $4@!F!C","29.07.1980","DIESEL","5","5","12.08.2023 21:45:44"
"4929964127848","27.02.2019 09:53:57","DL60 CEC","25.12.2010 14:34:45","BMW","A4","6584","Green","The seatbelt, tired of being taken for granted, formed a union and demanded shorter work hours and a better benefits package.","TotalLoss","38002,20","13989,46","155383","! CLY $2$3 #1!$8 @5 @8# U!F","30.09.1971","DIESEL/ELECTRIC","4","5","12.08.2023 21:45:44"
"5992806731821","06.02.2021 11:32:14","GI20 DIO","17.01.2006 14:51:27","Mazda","Model 3","5157","Teal","The seat covers, seeking a more glamorous life, ran away to join the cast of 'Fast and Furious: Upholstery Drift.'","Repair","45834,16","","132717","$ CL$!Y!#3 $5#$5!#8$#8$#9! X@$T","22.09.2004","DIESEL","3","0","12.08.2023 21:45:44"
"8557059211437","30.05.2019 11:31:07","RG97 ETH","06.10.2007 14:41:54","Chrysler","Alpine","6893","Indigo","The steering wheel, in a moment of eccentricity, sprouted additional arms and challenged the car's occupants to a synchronized steering performance, requiring coordination and skill.","TotalLoss","15081,04","31040,32","107202","$#C$LY!$0#$9@ 9#!17$#1#@HT","09.05.1967","PETROL/ELECTRIC","6","6","12.08.2023 21:45:44"
"4224620861033","01.03.2019 13:40:42","","11.04.2016 19:21:44","Chevrolet","A4","3581","Yellow","The glove compartment, feeling like a treasure trove, produced an endless supply of amusing trinkets and novelty items, bringing endless entertainment to the car's occupants.","TotalLoss","46940,23","45703,45","101947","!#CLY@1 !59 12! 9@ E#@D","19.11.1975","PETROL/LPG","6","9","12.08.2023 21:45:44"
"9444142743536","19.06.2020 11:06:27","SL98 PCT","30.11.2014 14:33:04","Ford","ATS","4212","Cyan","The CD player, feeling nostalgic, transformed into a time machine and played only hits from past decades, turning the car into a rolling time capsule of music.","TotalLoss","15651,45","20146,09","116157","C@L !Y #9@ 3@2!97 8#$A$ P","11.11.1973","DIESEL","6","6","12.08.2023 21:45:44"
"5874563757611","28.04.2023 00:20:29","JH16 HML","18.05.2005 07:24:46","Volvo","Golf","3876","Cyan","The rear seat belts, tired of playing second fiddle, formed a rebellion and demanded a front-row seat in the car's safety hierarchy.","TotalLoss","5243,73","30657,67","","!#C$L! Y@$04 @0@#6$ 5$ 8H!#E","12.11.1970","PETROL/ALCOHOL","4","7","12.08.2023 21:45:44"
"126103028617","23.07.2020 01:21:26","BY95 UCV","16.10.2006 08:37:17","Kia","LeBaron","4960","Indigo","The hood ornament, in a moment of rebellion, transformed into a tiny disco ball and turned the car's interior into a dazzling dance floor.","TotalLoss/Repair","17920,06","29788,82","108167","# C!#LY8 @1@ 9#@7 #5$#0 @B! L","14.06.1982","PETROL","6","4","12.08.2023 21:45:44"
"2793041848806","15.02.2023 22:27:54","IP62 KOA","07.05.2011 04:49:19","Mini","PT Cruiser","2814","Teal","The CD player, in a moment of nostalgia, decided to play only songs from the driver's embarrassing teenage years, eliciting both laughter and cringe-worthy memories.","Repair","9477,68","26087,38","157185","C$L!Y !6$!7@ 5@3@$6!3#P#@Y","28.01.1964","PETROL/ALCOHOL","","2","12.08.2023 21:45:44"
"6402541058886","03.10.2021 13:58:36","RP52 MOY","23.04.2005 12:24:51","Hyundai","Charger","1280","Brown","The hood ornament, in a fit of wanderlust, decided to travel the world and embarked on a globetrotting adventure atop a backpacker's suitcase.","Repair","46082,26","24267,76","8894","$C $L#!Y$#6!$06#$5@$4@ 4!G@!S","18.01.1980","PETROL/ELECTRIC","6","8","12.08.2023 21:45:44"
"7981641949168","24.04.2019 10:47:59","ZG11 MJX","02.02.2011 16:27:12","Kia","Explorer","3495","Gray","The steering wheel, in a moment of rebellion, turned itself into a giant joystick and challenged the car's occupants to a virtual racing game, turning every drive into an unexpected gaming session.","TotalLoss","20354,64","41232,30","182883","@C @L@$Y6!8 #23!@4!#0OR","","ELECTRIC","0","6","12.08.2023 21:45:44"
"1472507134058","16.06.2019 15:50:20","CD63 FYQ","05.03.2020 18:24:19","Mazda","CX-9","3451","Red","The glove compartment, always a fan of magic tricks, disappeared into thin air along with the owner's favorite pair of gloves.","TotalLoss/Repair","13490,25","15757,81","98621","@!C$#L#Y#!4$@3 @1#!1 !6!#8 @DS","08.01.1995","PETROL","","0","12.08.2023 21:45:44"
"9813355118963","02.03.2023 13:19:31","BT55 HYW","07.04.2004 02:45:27","Mazda","Camry","1397","Pink","The sunroof, feeling like a cinematic experience, transformed into a portable movie screen and played the car's occupants' favorite films during long drives.","Repair","34444,00","","72690","@$C!#LY!01#7!@9@ 86R!$R","28.12.1972","PETROL/LPG","0","5","12.08.2023 21:45:44"
"9848854780887","19.07.2022 22:52:19","LJ32 KHX","01.08.2008 04:33:41","Hyundai","A4","1585","Yellow","The sunroof, feeling like a magician's top hat, produced small animals and objects upon opening, surprising and entertaining the car's occupants with every reveal.","Repair","46928,92","12598,04","81634"," #C#!L #Y@#0@9$ 7@4#!7#$0C$ J","19.07.1961","DIESEL/ELECTRIC","3","9","12.08.2023 21:45:44"
"6593212672867","29.03.2019 18:33:06","HM06 HUO","10.12.2013 11:14:36","Maserati","Civic","3346","Black","The antenna, dreaming of being an intergalactic communicator, attempted to transmit signals to extraterrestrial life forms but ended up causing a neighborhood-wide TV blackout instead.","Repair","22304,60","19300,43","61727","$CL@$Y!@8!$49@$11! 4 AI","19.02.1966","DIESEL/ELECTRIC","3","7","12.08.2023 21:45:44"
"178911024496","","FF29 NRN","24.04.2020 11:09:20","Volkswagen","Roadster","1729","Olive","The GPS system, feeling a bit rebellious, decided to play a game of hide-and-seek by leading the driver in circles around the same block for hours.","TotalLoss/Repair","7662,52","4193,68","73352","C @L!Y$@5$ 3529$#7# I@$O","16.12.1998","DIESEL/ELECTRIC","6","3","12.08.2023 21:45:44"
"5433114612083","20.01.2019 04:38:35","VW58 JNN","02.06.2006 15:40:38","Fiat","Corvette","5890","Blue","The glove compartment, feeling like a magician's hat, transformed into a portal to another dimension and temporarily stored all the car's belongings in an alternate realm.","Repair","41894,84","47236,76","33686"," !CL #Y@$8!#4@46#@6$@6#@X$#D","21.08.2002","PETROL/ELECTRIC","3","4","12.08.2023 21:45:44"
"2629861570539","06.12.2022 21:56:32","ON61 ERD","20.07.2012 23:28:23","Porsche","Element","1952","Purple","The hood, feeling adventurous, sprouted wings and attempted to take the car on a magical journey through the clouds, but quickly realized it was not meant to be.","TotalLoss/Repair","40837,14","38786,50","175004","C#L$Y$4!9 $8@$0#@8! 8!EH","03.02.1956","PETROL","4","9","12.08.2023 21:45:44"
"4540788858240","31.08.2019 06:01:25","","17.12.2020 10:51:16","Rolls Royce","Escalade","1192","Lime","The air conditioning, embracing its inner polar bear, decided to throw an Arctic blast party that left the passengers frozen with excitement.","TotalLoss","49225,91","2537,49","175976"," #C$!L #Y$#3 5!8 9 #9@$6 @I#!A","13.11.1969","ELECTRIC","3","8","12.08.2023 21:45:44"
"4641154440948","16.03.2023 15:53:45","WS58 IEE","20.10.2017 00:36:47","Maserati","Silverado","1739","Black","The exhaust pipe, feeling like a superhero, emitted smoke signals that formed intricate shapes and messages in the sky, dazzling witnesses with its smoke art.","TotalLoss","24176,32","20999,03","68393","C!L#!Y 4@!014#@5 !6@#V$!H","03.09.1966","PETROL/ELECTRIC","6","2","12.08.2023 21:45:44"
"5478280192564","21.06.2020 20:21:42","TI57 GTP","26.05.2012 18:35:51","Ferrari","Accord","3563","Yellow","The rearview mirror, in a moment of introspection, embarked on a journey of self-discovery and underwent a mindfulness retreat to reflect on its reflections.","Repair","24450,97","45604,12","4681"," $C@ L@!Y@ 90#9!$3@!1!$2@ Y$ C","23.02.1960","ELECTRIC","3","9","12.08.2023 21:45:44"
"1004230785175","25.12.2018 05:55:21","NT57 JPK","25.08.2006 12:15:02","Audi","Model S","4599","Gray","The exhaust pipe, in a bid for attention, attempted to imitate a fog machine and filled the neighborhood with a cloud of smoke, inspiring impromptu dance parties on the street.","TotalLoss","33704,91","27871,11","20610","!@C#!L#!Y$!0@2$@2 $8 #8#@2 J!@J","01.09.1972","PETROL/ELECTRIC","4","0","12.08.2023 21:45:44"
"7114118159806","21.01.2023 13:19:10","DS72 RPK","07.11.2012 11:07:17","Volkswagen","Beetle","5650","Red","The CD player, in an attempt to upgrade to the digital age, spontaneously combusted in a musical explosion of outdated hits.","TotalLoss/Repair","10666,68","46790,94","169291","C #L!$Y2@ 9!0@!4@$0!5 J#@I","06.11.1990","DIESEL/ELECTRIC","2","6","12.08.2023 21:45:44"
"5175940012435","14.04.2019 07:37:39","MJ40 MOG","01.06.2018 15:52:46","Mini","A8","6659","Olive","The hood, in a moment of artistic expression, painted itself with vibrant colors and transformed into a mobile art installation.","TotalLoss/Repair","24155,54","6106,67","143341","!@C# LY@9$#3!22!@3$@4#$C @B","06.07.1986","DIESEL/MHEV","2","8","12.08.2023 21:45:44"
"9532282088953","29.06.2020 08:32:39","IX67 KOK","25.02.2019 02:58:49","Cadillac","Wrangler","1200","Navy","The glove compartment, feeling like a magician's hat, produced endless snacks and treats, satisfying the car's occupants' cravings and turning the car into a mobile snack bar.","Repair","9202,28","","5750","$!CL@Y9!@2@!2@ 3#!7 $0D #S","10.05.1995","DIESEL/ELECTRIC","6","5","12.08.2023 21:45:44"
"3038323527272","11.01.2020 12:59:31","RB65 XLA","15.01.2022 13:40:23","Volkswagen","Fiesta","3944","White","The air conditioning, in a bid for culinary creativity, emitted scents of freshly baked cookies and sizzling bacon, turning the car into an irresistible mobile café.","Repair","43533,55","7444,71","67341","@#C@L#Y$ 88#0!#7 @1# 0 H!#J","27.02.1978","DIESEL/MHEV","3","0","12.08.2023 21:45:44"
"1456519803956","06.01.2022 03:29:51","QG84 SEB","07.10.2016 05:55:32","Bugatti","Countach","5789","Brown","The CD player, in an attempt to upgrade to the digital age, spontaneously combusted in a musical explosion of outdated hits.","Repair","43474,79","9317,06","26580","#!C$L!Y @1@!6@ 9#4$#4 3@#BH","21.03.2000","","2","3","12.08.2023 21:45:44"
"3039729766126","27.12.2019 19:49:43","OM33 MNU","08.12.2016 11:26:20","Kia","F-150","3774","Red","","Repair","29449,44","9552,83","7180","@ C$!L$#Y26# 4$91 !2#$H T","26.05.1981","PETROL","3","5","12.08.2023 21:45:44"
"3554738355948","06.09.2021 09:04:37","BY26 YJE","24.06.2014 15:15:29","BMW","Colorado","1299","Navy","The exhaust pipe, feeling poetic, emitted clouds of colorful smoke and turned the car into a moving work of art.","TotalLoss","40268,99","46270,75","6937","#$C L$#Y0 $3$9# 9@$30 V!F","13.12.1988","PETROL/ALCOHOL","4","4","12.08.2023 21:45:44"
"4610398343591","11.09.2019 07:48:21","JN59 HBY","23.03.2011 03:26:18","Honda","PT Cruiser","6969","Silver","The sunroof, in a moment of rebellion, decided to take a nap and refused to open, leaving the car's occupants baffled and sunroof-less.","Repair","35314,95","","51740","$C! L$Y!#7!@2 $5!7$ 8@ 2!#D!E","","PETROL/LPG","5","9","12.08.2023 21:45:44"
"8716686404532","25.03.2023 00:47:11","SX22 OGL","06.09.2022 04:01:08","Smart","Durango","6810","Pink","The hood ornament, in a moment of rebellion, transformed into a miniature disco ball and turned the car's interior into a lively dance party on wheels.","TotalLoss","35737,13","22193,38","154528"," !C@LY! 9$@7@#5!#9#!3 $8!J#!E","03.07.1978","DIESEL","2","7","12.08.2023 21:45:44"
"4357130415225","12.07.2019 21:02:06","XR84 RJK","17.12.2019 04:52:21","Lamborghini","Expedition","4083","Green","The windshield wipers, in a bid for fame, formed a synchronized dance group and auditioned for a reality show, leaving the car's occupants both entertained and perplexed.","TotalLoss","46854,45","3797,73","40878","!@CL@Y!7# 1 #9641$#V @L","26.07.1991","PETROL/ALCOHOL","6","2","12.08.2023 21:45:44"
"2472805596010","16.07.2021 21:35:50","ZH30 AVM","26.04.2012 04:53:33","Chrysler","Jetta","3766","Black","The side mirror, in a quest for adventure, enrolled in a skydiving course and attempted to parachute down from the car but got tangled in the wind.","TotalLoss/Repair","9862,54","47423,38","154937","#@CL@Y#6$#3!@0$6@$7$@2@ C$#I","03.03.1991","DIESEL/MHEV","3","0","12.08.2023 21:45:44"
"1754945926720","05.04.2019 00:49:23","RQ73 VVJ","05.10.2005 09:55:27","Kia","Expedition","6001","Navy","The trunk, yearning for a life of luxury, transformed into a private jet's cargo hold and demanded a first-class travel experience.","Repair","31925,38","21953,38","29489","#CL!$Y!@3# 0 !20!#8#@2@$G$!Z","24.11.1995","DIESEL","5","7","12.08.2023 21:45:44"
"6472361825052","03.07.2022 18:51:40","NY90 QON","17.05.2014 18:23:09","Jeep","Accord","4485","Olive","The trunk, driven by wanderlust, decided to venture into the world of magic and transform itself into a magical portal to Narnia.","TotalLoss","15155,55","24772,52","128122","!#CL$#Y!3#@5!#0 5@!7$ 6@E @A","09.04.1992","DIESEL/ELECTRIC","2","5","12.08.2023 21:45:44"
"9713664770354","18.12.2019 13:28:14","KQ71 ZLM","30.01.2006 10:28:55","Land Rover","CTS","5835","Purple","The steering wheel, feeling underappreciated, rolled off in search of a more hands-on relationship.","Repair","42128,39","24770,59","116559","@C$!L$ Y# 3 5 31 3@#4B !H","31.05.2002","DIESEL/MHEV","4","0","12.08.2023 21:45:44"
"3247618723556","09.09.2020 16:59:08","CQ31 FBQ","11.02.2012 02:55:15","Mercedes Benz","Taurus","2846","Silver","The glove compartment, feeling like a personal assistant, offered witty comebacks and sarcastic remarks to the car's occupants' requests and inquiries.","TotalLoss/Repair","44974,02","14643,09",""," C!$LY $0$8! 9#@3#0#@2 @IA","","ELECTRIC","2","8","12.08.2023 21:45:44"
"9386941140170","16.08.2021 00:55:42","GP16 CGL","18.01.2018 05:37:40","Volvo","2","5790","Gray","The sunroof, in a mischievous mood, started playing peek-a-boo with the car's occupants, opening and closing at random intervals to surprise and delight.","TotalLoss","33104,33","22884,49","126426"," $CLY6#@7!#42!23 $O!@P","","PETROL/ELECTRIC","0","8","12.08.2023 21:45:44"
"4094205363645","26.01.2021 07:29:55","JH61 SKQ","27.05.2022 01:01:42","Lamborghini","Escalade","2127","Lime","During a high-speed race with a squirrel, the windshield lost by a nut's length.","TotalLoss","6374,39","15306,56","15482","C#L#$Y0#9$!3@ 2@$1$!2@ E!@A","04.02.1956","PETROL","0","8","12.08.2023 21:45:44"
"4748679576856","20.09.2021 17:15:54","SN36 UBX","24.03.2014 10:22:11","Toyota","Golf","3046","Red","The side mirror, feeling mischievous, developed a sense of humor and reflected funny memes and jokes instead of the car's surroundings, providing endless entertainment for the car's occupants.","TotalLoss","41921,43","49934,48","182928","#$C L#Y!$2#!2#3 #94@#6@$R$@F","","PETROL/LPG","0","8","12.08.2023 21:45:44"
"2287235340931","20.08.2020 12:39:10","TY21 OQX","19.01.2017 03:35:10","Mazda","Malibu","5887","White","The sunroof, in a mischievous mood, started playing peek-a-boo with the car's occupants, opening and closing at random intervals to surprise and delight.","TotalLoss/Repair","40135,97","6427,42","116135","$@C$#L#Y2$ 3$#2#@6@!3!$8#S @B","13.06.1954","PETROL/ALCOHOL","2","4","12.08.2023 21:45:44"
"7584930805513","22.01.2019 23:21:36","ZL97 FYX","24.10.2004 05:01:44","Volvo","El Camino","1011","Cyan","The air conditioning, in a mischievous act, emitted gusts of air at varying temperatures, surprising the car's occupants with unexpected chilly or warm moments.","TotalLoss/Repair","25827,42","","15621","CL# Y@4#63023!#CG","16.05.1971","DIESEL","6","8","12.08.2023 21:45:44"
"9235552787620","02.10.2018 14:37:47","CE55 GLK","30.06.2006 23:43:13","Dodge","Fortwo","5428","White","The side mirror, in a playful mood, developed a sense of humor and began reflecting funny caricatures of the car's occupants, eliciting laughter and amusement.","Repair","46684,36","40936,96","45926","$CLY @0@9 2!#0!$52$!L! E","","DIESEL/MHEV","2","8","12.08.2023 21:45:44"
"8517750926483","16.07.2021 00:56:22","PV05 VSI","07.11.2010 12:32:18","Dodge","Roadster","1718","Lime","The glove compartment, always up for a party, spontaneously transformed into a disco ball and started throwing a dance party for the car's belongings.","TotalLoss","6645,33","45786,51","38011","#CL @Y! 8@ 9!$63 @17$@K V","21.08.1992","PETROL/ALCOHOL","0","8","12.08.2023 21:45:44"
"7709254973085","30.08.2022 10:35:19","WO65 DIN","09.06.2005 17:59:10","Bentley","Taurus","2148","Yellow","The bumper, trying to assert its dominance on the road, engaged in a game of chicken with a rogue shopping cart and came out with a dent and a bruised ego.","TotalLoss/Repair","18693,88","29487,87","120761","$CLY@!050 !5#$7#!8! J !R","17.11.1964","DIESEL","4","9","12.08.2023 21:45:44"
"3428973678910","20.10.2020 21:24:37","KK24 SHL","27.03.2009 21:50:27","Ferrari","Fortwo","1774","Magenta","The CD player, in a bid for musical diversity, played songs from random genres with hilarious transitions, turning the car's sound system into a surprise jukebox.","TotalLoss/Repair","10494,31","30081,18","106044"," #C@L #Y #3$1 !7@697 @H#V","01.10.1955","PETROL/ELECTRIC","0","8","12.08.2023 21:45:44"
"7801863090532","13.01.2019 10:21:34","CC54 BMB","29.10.2020 02:31:40","Chrysler","ATS","6698","Olive","The windshield wipers, feeling like a marching band, developed a synchronized drumming routine and accompanied the car's favorite songs with rhythmic beats on the car's windshield.","TotalLoss/Repair","5292,64","20734,90","110197","C @L@!Y!$5@!2!$6$ 1@$1#!4@S@#U","04.02.1964","DIESEL","0","7","12.08.2023 21:45:44"
"5311703942855","","XJ87 OIE","27.10.2010 02:31:49","Audi","A4","3243","Pink","The air conditioning, in a bid for culinary creativity, emitted scents of freshly baked cookies and sizzling bacon, turning the car into an irresistible mobile café.","Repair","19670,01","12253,42","14850","#!C! L@$Y3#@5$ 8@!0$#3$ 3$ O$K","26.07.1979","DIESEL","4","6","12.08.2023 21:45:44"
"8486695321349","01.05.2021 21:11:37","LK30 KYI","18.05.2007 00:16:12","Jaguar","Wrangler","4511","Yellow","The glove compartment, in a moment of whimsy, transformed into a miniature theater and played reruns of classic sitcoms to entertain the car's occupants.","Repair","30360,89","49814,98","183639","! C#$L!#Y@00! 6!#820!P@$J","08.01.1967","","2","5","12.08.2023 21:45:44"
"3024017229762","28.06.2019 02:12:39","DK15 TNI","09.03.2004 03:10:26","Smart","Camaro","5948","Magenta","The steering wheel, in a moment of eccentricity, sprouted additional arms and challenged the car's occupants to a synchronized steering performance, requiring coordination and skill.","Repair","24328,76","42015,67","196846","C!#L!$Y@!3 #2@!37@92#$T #N","28.01.1986","ELECTRIC","3","","12.08.2023 21:45:44"
